idCredito,total_attempts,total_successes,total_failures,total_amount_paid,total_amount_due,success_rate,repayment_ratio
576033,11,0,11,3415.33,4799.89,0.0,0.7115433895360102
690896,23,0,23,43548.64,61240.28,0.0,0.7111110530520108
718756,23,0,23,17936.48,25223.18,0.0,0.711110970147301
639591,43,0,43,13838.4,19462.26,0.0,0.7110376698286839
729245,18,0,18,19069.55,26821.399999999998,0.0,0.7109826481839129
723815,18,0,18,22219.03,31253.13,0.0,0.710937752474712
469499,21,0,21,7597.49,10691.39,0.0,0.710617609122855
618366,12,0,12,4683.070000000001,6591.31,0.0,0.7104915411352221
690806,39,0,39,14404.079999999998,20274.429999999997,0.0,0.7104554850617255
554630,11,0,11,8985.29,12647.48,0.0,0.7104411313558117
637574,2,0,2,1117.0,1572.49,0.0,0.7103383805302418
657938,41,0,41,13282.33,18702.15,0.0,0.7102033723395438
663657,22,0,22,37653.31,53022.009999999995,0.0,0.7101449002027649
625466,23,0,23,8926.41,12578.12,0.0,0.7096775988780517
552664,31,0,31,3476.0,4898.0,0.0,0.7096774193548387
691239,32,0,32,20150.45,28398.08,0.0,0.7095708583115478
613467,12,0,12,11125.960000000001,15680.62,0.0,0.7095357198886268
689607,40,0,40,16677.62,23521.739999999998,0.0,0.7090300292410341
691771,35,0,35,17255.64,24338.18,0.0,0.7089946742114652
648384,40,0,40,16083.210000000001,22694.49,0.0,0.7086834733893558
719341,22,0,22,36219.17,51113.04,0.0,0.708609192487866
628055,25,0,25,10753.54,15175.900000000001,0.0,0.7085932300555486
696854,35,0,35,29887.120000000003,42231.8,0.0,0.7076923076923077
719999,23,0,23,10184.8,14399.199999999999,0.0,0.7073170731707317
684996,38,0,38,21209.22,29989.38,0.0,0.7072243574225275
695584,37,0,37,7621.0,10775.93,0.0,0.7072243416577502
587017,9,0,9,5277.29,7463.1900000000005,0.0,0.7071091584161732
680305,14,0,14,7541.0,10666.26,0.0,0.706995704211223
539520,21,0,21,7163.209999999999,10131.929999999998,0.0,0.7069936329998332
692158,38,0,38,7557.67,10690.39,0.0,0.7069592409631454
693514,36,0,36,10309.449999999999,14590.0,0.0,0.7066106922549691
648112,47,0,47,5996.58,8490.2,0.0,0.7062943157993922
662387,48,0,48,18744.559999999998,26547.739999999998,0.0,0.7060698952151859
566807,10,0,10,3003.76,4255.320000000001,0.0,0.7058834588233082
663596,17,0,17,8856.0,12546.0,0.0,0.7058823529411765
458283,30,0,30,2335.92,3309.22,0.0,0.7058823529411765
539969,17,0,17,9575.64,13565.49,0.0,0.7058823529411764
518523,4,0,4,2256.53,3197.8500000000004,0.0,0.7056397266913708
707758,25,0,25,16578.88,23505.67,0.0,0.7053140795391071
697502,34,0,34,24903.74,35315.49,0.0,0.7051789455561852
677882,46,0,46,34429.74,48824.93,0.0,0.705167216829599
679614,46,0,46,14329.5,20325.75,0.0,0.7049924357034796
641682,27,0,27,21669.66,30738.81,0.0,0.7049609272447437
651300,4,0,4,996.04,1413.29,0.0,0.7047668914377092
726784,23,0,23,26339.85,37402.6,0.0,0.7042251073454786
637925,7,0,7,5718.25,8120.88,0.0,0.7041416693757326
696890,37,0,37,28618.21,40649.549999999996,0.0,0.7040227997603911
364064,4,0,4,1595.99,2266.98,0.0,0.7040159154469823
626119,23,0,23,13386.25,19015.54,0.0,0.703963705474575
711535,25,0,25,34938.909999999996,49637.34,0.0,0.7038836085898237
539686,27,0,27,3813.87,5419.71,0.0,0.7037037037037037
607602,27,0,27,5482.45,7790.85,0.0,0.7037037037037036
685018,43,0,43,36259.14,51526.15,0.0,0.7037036533876487
639312,43,0,43,14453.14,20540.09,0.0,0.7036551446463963
621323,16,0,16,5215.04,7414.160000000001,0.0,0.7033891904140185
727642,15,0,15,11174.779999999999,15889.14,0.0,0.7032967171288061
702732,33,0,33,18719.8,26633.17,0.0,0.7028753993610224
696138,34,0,34,63183.740000000005,89949.07,0.0,0.7024390580136071
690149,41,0,41,30915.69,44019.91,0.0,0.7023115222180144
610366,12,0,12,6932.45,9871.34,0.0,0.7022805414462474
526258,37,0,37,8700.82,12394.07,0.0,0.7020147538298557
704797,30,0,30,11168.16,15909.359999999999,0.0,0.7019867549668874
654988,42,0,42,11803.51,16814.54,0.0,0.7019823319579364
596397,57,0,57,32641.609999999997,46514.29,0.0,0.7017544500840494
628876,56,0,56,76827.2,109478.76000000001,0.0,0.7017543859649122
701849,31,0,31,9903.8,14112.94,0.0,0.7017531428603819
576758,6,0,6,2210.8199999999997,3151.38,0.0,0.7015402775926736
630054,36,0,36,32010.06,45631.19,0.0,0.7014951834479881
678194,18,0,18,3460.58,4933.72,0.0,0.7014139432314764
683776,35,0,35,25699.44,36640.79,0.0,0.7013888073919803
506233,8,0,8,6221.45,8871.24,0.0,0.7013055672036829
696113,37,0,37,8784.14,12526.51,0.0,0.7012440017211498
496021,43,0,43,15029.28,21439.26,0.0,0.7010167328536527
691609,39,0,39,20758.15,29621.57,0.0,0.7007781829254831
647955,64,0,64,64980.07,92755.65000000001,0.0,0.7005510715519755
694931,33,0,33,33060.15,47201.5,0.0,0.7004046481573679
588837,6,0,6,3730.78,5328.18,0.0,0.7001978161398451
635773,13,0,13,1609.74,2299.14,0.0,0.7001487512722149
626714,6,0,6,2968.6,4240.849999999999,0.0,0.7000011790089251
619757,17,0,17,6074.67,8678.099999999999,0.0,0.7000000000000002
625192,10,0,10,2068.4300000000003,2954.9,0.0,0.7000000000000001
728829,10,0,10,3894.3100000000004,5563.3,0.0,0.7000000000000001
480468,10,0,10,1801.1000000000001,2573.0,0.0,0.7000000000000001
731558,10,0,10,8717.17,12453.099999999999,0.0,0.7000000000000001
614269,10,0,10,4749.71,6785.299999999999,0.0,0.7000000000000001
742793,10,0,10,8973.16,12818.800000000001,0.0,0.7
544189,20,0,20,2336.6,3338.0,0.0,0.7
567082,10,0,10,4430.16,6328.8,0.0,0.7
613923,10,0,10,6234.06,8905.800000000001,0.0,0.7
716035,10,0,10,3691.0299999999997,5272.9,0.0,0.7
633969,10,0,10,2485.0699999999997,3550.1,0.0,0.7
499727,10,0,10,1703.8,2434.0,0.0,0.7
600467,10,0,10,6457.57,9225.1,0.0,0.7
740267,11,0,11,6985.72,9979.6,0.0,0.7
619784,21,0,21,17740.8,25344.0,0.0,0.7
521462,6,0,6,8762.25,12517.5,0.0,0.7
600295,10,0,10,685.16,978.8,0.0,0.7
615237,10,0,10,3562.2999999999997,5089.0,0.0,0.7
548599,10,0,10,55142.079999999994,78774.4,0.0,0.7
644134,10,0,10,3300.5699999999997,4715.1,0.0,0.6999999999999998
739209,11,0,11,11062.730000000001,15803.910000000002,0.0,0.6999995570716361
739765,11,0,11,10243.31,14633.31,0.0,0.6999995216393283
644884,6,0,6,1882.54,2689.7200000000003,0.0,0.6999018485195484
516293,10,0,10,794.11,1134.85,0.0,0.6997488654888312
688811,38,0,38,16519.260000000002,23610.09,0.0,0.699669505707094
483788,48,0,48,27221.43,38911.299999999996,0.0,0.6995764726441934
716597,15,0,15,13017.7,18615.31,0.0,0.6993007368665899
643781,39,0,39,2789.32,3989.32,0.0,0.699196855604464
689243,39,0,39,27480.61,39312.58,0.0,0.6990284026131075
709031,26,0,26,9502.59,13594.94,0.0,0.698979914585868
528776,13,0,13,6716.969999999999,9610.59,0.0,0.6989133861708802
658961,17,0,17,4820.96,6900.0,0.0,0.6986898550724637
686192,40,0,40,22277.06,31886.8,0.0,0.6986295269515913
682775,51,0,51,29674.93,42479.87,0.0,0.6985645200891621
682692,43,0,43,8888.22,12728.83,0.0,0.6982747039594369
654685,47,0,47,13516.61,19364.47,0.0,0.6980108415050864
677742,49,0,49,8608.859999999999,12340.76,0.0,0.6975956099948463
633507,30,0,30,7921.0199999999995,11360.25,0.0,0.6972575427477388
731536,4,0,4,719.65,1032.54,0.0,0.6969705774110446
668780,4,0,4,1074.84,1542.1599999999999,0.0,0.6969704829589667
729237,18,0,18,9314.77,13364.67,0.0,0.696969696969697
711507,4,0,4,1687.7399999999998,2421.54,0.0,0.6969696969696969
686530,17,0,17,17413.94,24985.219999999998,0.0,0.6969696484561673
661024,4,0,4,1439.29,2065.0699999999997,0.0,0.6969691100059563
670871,4,0,4,1727.35,2478.3999999999996,0.0,0.6969617495158167
696974,11,0,11,8429.199999999999,12099.98,0.0,0.6966292506268604
638509,19,0,19,19589.18,28127.34,0.0,0.6964462334511546
702215,31,0,31,8511.66,12222.08,0.0,0.6964166492119181
649917,57,0,57,18758.11,26949.649999999998,0.0,0.6960428057507241
686730,41,0,41,27353.39,39312.6,0.0,0.6957919343925357
655378,6,0,6,6639.16,9543.789999999999,0.0,0.6956523561394373
633551,24,0,24,9176.0,13190.5,0.0,0.6956521739130435
718930,24,0,24,19776.64,28428.92,0.0,0.6956521739130435
738051,12,0,12,13771.68,19796.79,0.0,0.6956521739130435
642912,35,0,35,30534.0,43892.63,0.0,0.6956520946682849
677373,52,0,52,13619.8,19582.39,0.0,0.695512651928595
714446,21,0,21,20047.62,28827.6,0.0,0.6954314615160471
602582,10,0,10,2476.43,3561.29,0.0,0.6953744289288432
705085,28,0,28,8949.65,12877.2,0.0,0.6949996893734662
653448,54,0,54,17384.88,25018.34,0.0,0.6948854320470503
682398,49,0,49,17029.44,24507.61,0.0,0.6948633506082396
655963,28,0,28,4311.06,6206.2,0.0,0.6946376204440722
723257,21,0,21,13169.999999999998,18964.8,0.0,0.6944444444444444
683874,2,0,2,2086.1,3005.88,0.0,0.6940064140950404
709084,27,0,27,14926.0,21511.0,0.0,0.6938775510204082
728167,16,0,16,5859.17,8446.34,0.0,0.6936933630424539
503233,14,0,14,5638.12,8129.799999999999,0.0,0.6935127555413417
692927,17,0,17,9745.58,14054.14,0.0,0.6934312594011445
710105,16,0,16,8781.42,12663.73,0.0,0.6934307664487478
539214,13,0,13,13386.99,19316.17,0.0,0.6930457746023151
670430,25,0,25,4958.38,7156.42,0.0,0.6928576019853502
608414,5,0,5,2948.79,4256.09,0.0,0.6928401420082752
631943,6,0,6,650.4,939.05,0.0,0.692614876737128
621373,7,0,7,17117.14,24716.1,0.0,0.6925502000720178
616656,45,0,45,5254.96,7590.49,0.0,0.6923084016973872
638703,8,0,8,3816.7699999999995,5513.11,0.0,0.6923079713628061
655270,7,0,7,5725.13,8269.630000000001,0.0,0.6923078783452221
721881,7,0,7,6426.950000000001,9283.37,0.0,0.6923078580300042
734901,7,0,7,15426.77,22283.11,0.0,0.6923077613492911
732874,13,0,13,11673.81,16862.17,0.0,0.6923076923076924
544709,7,0,7,4379.9400000000005,6326.58,0.0,0.6923076923076924
616865,13,0,13,4359.87,6297.59,0.0,0.6923076923076923
733502,13,0,13,14750.37,21306.09,0.0,0.6923076923076923
590041,4,0,4,2073.2400000000002,2994.6800000000003,0.0,0.6923076923076923
734459,13,0,13,3928.68,5674.76,0.0,0.6923076923076923
648061,7,0,7,6798.78,9820.46,0.0,0.6923076923076923
547088,26,0,26,6299.460000000001,9099.220000000001,0.0,0.6923076923076923
620503,13,0,13,14074.289999999999,20329.53,0.0,0.6923076923076923
670839,13,0,13,3123.9,4512.3,0.0,0.6923076923076923
426989,13,0,13,3051.0,4407.0,0.0,0.6923076923076923
494279,7,0,7,1502.1,2169.7,0.0,0.6923076923076923
633018,8,0,8,4484.34,6477.38,0.0,0.6923076923076923
518086,26,0,26,21279.62,30737.38,0.0,0.6923042887845352
626840,52,0,52,22109.66,31936.539999999997,0.0,0.6922997920250598
653472,50,0,50,14298.0,20662.14,0.0,0.69199027787054
530314,13,0,13,4492.05,6491.97,0.0,0.6919394267071475
517039,29,0,29,4029.58,5825.099999999999,0.0,0.6917615148237799
442580,3,0,3,656.0,948.36,0.0,0.6917204437133578
712490,25,0,25,18690.85,27024.35,0.0,0.6916299559471365
444271,14,0,14,5510.9,7968.34,0.0,0.6915995050412005
723335,21,0,21,10424.699999999999,15075.72,0.0,0.6914893617021276
628776,23,0,23,8068.41,11668.71,0.0,0.6914568962635973
648995,38,0,38,13020.650000000001,18838.4,0.0,0.6911760022082555
592352,15,0,15,9591.78,13884.1,0.0,0.6908463638262473
111844,59,0,59,22471.07,32530.280000000002,0.0,0.6907739496862615
711940,12,0,12,7843.490000000001,11355.51,0.0,0.6907210684504703
620001,8,0,8,3781.25,5476.98,0.0,0.6903895942654529
660045,27,0,27,7170.87,10387.57,0.0,0.6903318100383439
696145,34,0,34,54132.3,78418.68000000001,0.0,0.6902985360120828
609685,2,0,2,1339.97,1942.19,0.0,0.6899273500532903
718264,12,0,12,15452.76,22406.5,0.0,0.6896552339722848
730552,16,0,16,6904.6,10011.67,0.0,0.6896551724137931
733583,15,0,15,8838.5,12815.83,0.0,0.6896549033499976
531517,29,0,29,13340.32,19343.5,0.0,0.6896538889032492
640936,2,0,2,259.71,376.65999999999997,0.0,0.6895077788987416
612199,8,0,8,5536.14,8031.52,0.0,0.6893016514931172
726305,20,0,20,28546.29,41415.520000000004,0.0,0.6892655217174624
668166,21,0,21,6456.25,9368.310000000001,0.0,0.6891584501366841
723731,21,0,21,13059.14,18950.489999999998,0.0,0.6891188565572711
617697,13,0,13,5206.88,7557.42,0.0,0.6889758674256559
630903,26,0,26,10244.83,14870.01,0.0,0.6889591869810444
682273,5,0,5,2879.2200000000003,4179.14,0.0,0.6889503582076695
428005,6,0,6,11349.51,16486.15,0.0,0.6884269523205842
721350,19,0,19,6408.89,9309.74,0.0,0.6884069802164186
646978,37,0,37,40488.82,58817.28,0.0,0.6883830738177624
424756,4,0,4,1643.58,2387.85,0.0,0.6883095671838684
682348,49,0,49,17662.75,25671.77,0.0,0.6880222906328625
741596,9,0,9,9140.96,13295.93,0.0,0.6875006110892581
646363,16,0,16,17214.78,25039.68,0.0,0.6875
666130,16,0,16,1944.8000000000002,2828.8,0.0,0.6875
621247,16,0,16,2750.0,4000.0,0.0,0.6875
603262,16,0,16,6117.1,8897.6,0.0,0.6875
741880,9,0,9,3959.78,5759.68,0.0,0.6875
611773,46,0,46,18925.5,27528.0,0.0,0.6875
343932,16,0,16,8649.74,12581.44,0.0,0.6875
741072,9,0,9,6049.7300000000005,8799.61,0.0,0.687499786922375
725091,4,0,4,3059.8199999999997,4450.65,0.0,0.6874995787132216
742749,9,0,9,2117.34,3079.7700000000004,0.0,0.6874993911883029
714772,4,0,4,917.94,1335.19,0.0,0.6874976595091336
626691,2,0,2,431.06,627.1800000000001,0.0,0.6872987021269811
615659,13,0,13,2446.2400000000002,3559.4500000000003,0.0,0.6872522440264648
706654,30,0,30,20808.6,30291.0,0.0,0.6869565217391304
696487,23,0,23,3480.71,5067.08,0.0,0.6869261981259424
602742,46,0,46,12342.66,17968.879999999997,0.0,0.6868908913632904
692858,21,0,21,27672.8,40300.18,0.0,0.6866669081875069
718130,23,0,23,11087.48,16151.06,0.0,0.6864862120504784
708998,29,0,29,29356.98,42782.43,0.0,0.6861924392793958
633093,41,0,41,18184.21,26509.649999999998,0.0,0.6859468155935668
628932,25,0,25,8763.0,12778.220000000001,0.0,0.6857762661779183
696149,39,0,39,7726.31,11267.52,0.0,0.685715223935702
642877,35,0,35,21362.88,31154.2,0.0,0.6857142857142857
725305,20,0,20,13626.48,19871.95,0.0,0.6857142857142857
695145,20,0,20,10859.039999999999,15836.099999999999,0.0,0.6857142857142857
708691,25,0,25,33925.81,49475.14,0.0,0.6857142799393796
721378,23,0,23,11193.42,16323.74,0.0,0.6857141806963355
652401,19,0,19,13622.28,19865.84,0.0,0.6857137679554451
727386,19,0,19,11783.16,17212.65,0.0,0.6845639689414471
692058,37,0,37,22332.09,32629.640000000003,0.0,0.6844111672700035
706816,28,0,28,15218.580000000002,22242.54,0.0,0.6842105263157895
715728,24,0,24,6632.280000000001,9693.34,0.0,0.6842099833493925
705670,31,0,31,26746.68,39134.62,0.0,0.6834531675534348
686308,47,0,47,21737.56,31815.890000000003,0.0,0.6832296691998871
441956,4,0,4,733.25,1073.23,0.0,0.6832179495541496
629370,6,0,6,2785.04,4076.38,0.0,0.6832140281328041
718862,23,0,23,20213.76,29598.719999999998,0.0,0.6829268292682927
722536,21,0,21,14892.92,21807.489999999998,0.0,0.6829268292682927
553347,26,0,26,26408.22,38673.66,0.0,0.6828477056477199
719051,9,0,9,2078.98,3044.77,0.0,0.6828036272033684
717130,22,0,22,5267.9800000000005,7715.72,0.0,0.6827593536312878
692040,3,0,3,1025.72,1502.4099999999999,0.0,0.6827164355934799
692902,40,0,40,37871.3,55485.86,0.0,0.682539659653829
694801,36,0,36,18585.5,27239.06,0.0,0.6823106230538057
607702,19,0,19,7941.0,11643.0,0.0,0.6820407111569183
639895,22,0,22,1755.42,2574.0,0.0,0.681981351981352
483695,22,0,22,3796.95,5568.86,0.0,0.6818181818181819
721044,12,0,12,34319.25,50334.899999999994,0.0,0.6818181818181819
722802,22,0,22,21964.649999999998,32214.82,0.0,0.6818181818181818
728952,14,0,14,4565.55,6696.14,0.0,0.6818181818181818
476252,32,0,32,15641.53,22941.33,0.0,0.6818057191976228
700861,32,0,32,22158.33,32507.02,0.0,0.6816475333635628
308879,59,0,59,18618.2,27319.71,0.0,0.6814933247827302
554618,23,0,23,11085.34,16278.009999999998,0.0,0.6810009331607488
617142,2,0,2,1335.6,1961.37,0.0,0.6809525994585417
709692,26,0,26,10672.64,15675.439999999999,0.0,0.6808510638297872
681827,22,0,22,25961.91,38144.03,0.0,0.6806283971567766
338991,16,0,16,3390.57,4983.02,0.0,0.6804247223571248
711539,29,0,29,15787.429999999998,23216.789999999997,0.0,0.6800005513251401
527430,25,0,25,10284.83,15124.75,0.0,0.68
706035,14,0,14,26369.210000000003,38778.25,0.0,0.68
474677,26,0,26,6019.36,8852.0,0.0,0.6799999999999999
312493,25,0,25,17232.05,25341.25,0.0,0.6799999999999999
552182,21,0,21,17143.48,25211.0,0.0,0.6799999999999999
736925,14,0,14,15035.4,22110.89,0.0,0.6799997648217688
709728,25,0,25,25624.53,37694.079999999994,0.0,0.6798025047965093
730235,18,0,18,23426.41,34481.57,0.0,0.6793893085494657
715762,8,0,8,2907.0699999999997,4279.71,0.0,0.6792679877842189
709848,29,0,29,12091.15,17800.87,0.0,0.679244890839605
594440,3,0,3,947.83,1395.88,0.0,0.6790196865060033
685241,53,0,53,3127.08,4605.32,0.0,0.6790147047327874
681195,24,0,24,8270.880000000001,12184.79,0.0,0.6787872421272751
674464,22,0,22,17466.23,25737.36,0.0,0.6786333174808915
644262,22,0,22,24700.0,36400.0,0.0,0.6785714285714286
621966,33,0,33,6689.54,9860.56,0.0,0.678413802055867
711479,25,0,25,15141.369999999999,22320.47,0.0,0.6783625075995263
720922,19,0,19,11128.32,16405.68,0.0,0.6783211668153956
683169,51,0,51,12942.7,19084.66,0.0,0.6781729409903032
487470,78,0,78,21185.170000000002,31242.420000000002,0.0,0.6780899174903865
738178,10,0,10,2528.64,3729.74,0.0,0.6779668287869932
602921,19,0,19,10929.49,16121.01,0.0,0.677965586523425
703448,32,0,32,17548.2,25883.62,0.0,0.6779654468733508
364166,25,0,25,48837.49,72061.33,0.0,0.6777211855512519
709982,30,0,30,15918.140000000001,23490.010000000002,0.0,0.6776557353530288
535749,17,0,17,5638.58,8322.36,0.0,0.6775217606544297
618304,18,0,18,11915.56,17589.64,0.0,0.6774192081247825
467807,32,0,32,8819.13,13019.88,0.0,0.6773587775002534
708253,32,0,32,8498.95,12555.26,0.0,0.6769234567822571
687883,45,0,45,27989.51,41348.17,0.0,0.6769225820634868
658793,48,0,48,9918.22,14654.76,0.0,0.6767917045383206
525300,35,0,35,11268.16,16657.28,0.0,0.6764705882352942
690518,34,0,34,14923.550000000001,22060.9,0.0,0.6764705882352942
583275,19,0,19,5639.94,8344.58,0.0,0.6758806314997279
693262,34,0,34,12830.4,19005.03,0.0,0.6751054852320675
703353,29,0,29,24396.65,36137.56,0.0,0.6751050707352683
690271,24,0,24,14938.34,22130.86,0.0,0.6750004292648365
698193,34,0,34,10430.52,15452.630000000001,0.0,0.6749996602520089
647911,15,0,15,3697.94,5481.74,0.0,0.6745923739542554
611417,13,0,13,8630.4,12795.6,0.0,0.6744818531370158
541349,55,0,55,12447.519999999999,18462.829999999998,0.0,0.6741935012129776
692804,36,0,36,15354.439999999999,22775.73,0.0,0.6741579742998358
650712,9,0,9,4219.09,6260.54,0.0,0.6739179048452689
724604,21,0,21,14305.460000000001,21238.11,0.0,0.6735750026720834
695693,27,0,27,12845.09,19073.03,0.0,0.6734687671544585
711407,14,0,14,3882.7400000000002,5767.03,0.0,0.6732650948581853
692859,38,0,38,39431.06,58570.15,0.0,0.6732279155849865
677654,55,0,55,29110.02,43245.18,0.0,0.6731390642841584
689258,44,0,44,10681.98,15878.66,0.0,0.6727255322552407
675604,32,0,32,6061.36,9010.81,0.0,0.6726764852438349
665983,52,0,52,6033.77,8973.26,0.0,0.6724167136581354
680761,47,0,47,32648.239999999998,48566.32,0.0,0.672240350926321
683322,51,0,51,26590.02,39566.97,0.0,0.672025682027206
726541,17,0,17,5033.33,7491.469999999999,0.0,0.6718748122865073
736289,10,0,10,6191.66,9215.5,0.0,0.6718745591666214
550048,9,0,9,5164.29,7688.610000000001,0.0,0.6716805768532933
650179,34,0,34,26819.33,39931.0,0.0,0.6716418321604769
722870,9,0,9,1243.48,1851.99,0.0,0.6714291113882904
623716,5,0,5,2211.85,3295.87,0.0,0.6710974644024188
496365,11,0,11,2039.3400000000001,3039.3,0.0,0.6709900305991511
681506,53,0,53,13355.69,19915.34,0.0,0.6706232482096716
684981,45,0,45,29261.75,43638.24,0.0,0.6705529370570399
655566,7,0,7,1060.31,1581.93,0.0,0.6702635388417945
692588,17,0,17,13333.890000000001,19901.350000000002,0.0,0.6699992714062111
654401,36,0,36,15591.73,23285.02,0.0,0.6696034617964682
638551,11,0,11,855.3699999999999,1278.81,0.0,0.6688796615603568
708895,31,0,31,10530.14,15750.22,0.0,0.6685709786910913
704620,33,0,33,15699.65,23492.18,0.0,0.6682925977921164
705753,29,0,29,4684.47,7011.22,0.0,0.6681390685215982
159676,3,0,3,912.82,1366.3700000000001,0.0,0.6680620915271851
692204,40,0,40,20691.489999999998,30978.14,0.0,0.6679384236755337
654010,7,0,7,3775.75,5653.09,0.0,0.6679090550477703
578882,4,0,4,1232.24,1846.5700000000002,0.0,0.6673129098815641
567106,3,0,3,1807.24,2708.35,0.0,0.6672845090184061
630192,10,0,10,1896.95,2843.02,0.0,0.6672306209594023
546021,3,0,3,435.98,653.8199999999999,0.0,0.6668196139610291
585511,3,0,3,977.52,1465.97,0.0,0.6668076427212016
642753,2,0,2,473.88,710.75,0.0,0.6667323250087935
653292,4,0,4,1390.82,2086.08,0.0,0.6667146034667893
712849,2,0,2,1279.98,1919.88,0.0,0.6666979186199137
618720,4,0,4,3129.19,4693.63,0.0,0.6666886823205067
598317,2,0,2,361.16,541.73,0.0,0.6666789729200894
621563,3,0,3,1533.98,2300.94,0.0,0.6666753587664171
644735,3,0,3,959.9100000000001,1439.85,0.0,0.6666736118345662
503178,6,0,6,5018.76,7528.08,0.0,0.6666719801064813
749000,5,0,5,1059.04,1588.55,0.0,0.6666708633659627
686754,3,0,3,1737.65,2606.4700000000003,0.0,0.6666679455355327
739764,8,0,8,4121.13,6181.6900000000005,0.0,0.6666672058935339
638203,10,0,10,5501.71,8252.560000000001,0.0,0.6666670705817346
747593,7,0,7,6415.25,9622.869999999999,0.0,0.6666670130636703
579963,3,0,3,1390.84,2086.2599999999998,0.0,0.6666666666666667
740289,10,0,10,8182.92,12274.38,0.0,0.6666666666666667
661795,6,0,6,4895.72,7343.58,0.0,0.6666666666666667
579454,3,0,3,489.96,734.9399999999999,0.0,0.6666666666666667
733320,6,0,6,5519.36,8279.039999999999,0.0,0.6666666666666667
633744,12,0,12,2919.44,4379.16,0.0,0.6666666666666667
749365,5,0,5,9821.460000000001,14732.19,0.0,0.6666666666666667
580054,3,0,3,2954.88,4432.32,0.0,0.6666666666666667
583757,3,0,3,3244.7,4867.049999999999,0.0,0.6666666666666667
547358,3,0,3,246.1,369.15,0.0,0.6666666666666667
616926,3,0,3,465.9,698.8499999999999,0.0,0.6666666666666667
573744,3,0,3,3692.1,5538.15,0.0,0.6666666666666667
638645,6,0,6,2606.28,3909.42,0.0,0.6666666666666667
678198,3,0,3,307.16,460.74,0.0,0.6666666666666667
589318,3,0,3,1622.44,2433.66,0.0,0.6666666666666667
630695,3,0,3,750.88,1126.32,0.0,0.6666666666666667
691449,3,0,3,2802.36,4203.54,0.0,0.6666666666666667
749498,5,0,5,4248.18,6372.2699999999995,0.0,0.6666666666666667
713926,3,0,3,1183.72,1775.58,0.0,0.6666666666666667
687228,6,0,6,8011.2,12016.8,0.0,0.6666666666666667
649697,3,0,3,556.34,834.51,0.0,0.6666666666666667
696990,3,0,3,1911.64,2867.46,0.0,0.6666666666666667
717429,3,0,3,289.46,434.18999999999994,0.0,0.6666666666666667
634619,3,0,3,1564.6,2346.8999999999996,0.0,0.6666666666666667
674094,3,0,3,1001.4,1502.1,0.0,0.6666666666666667
650515,3,0,3,556.34,834.51,0.0,0.6666666666666667
741739,5,0,5,3909.18,5863.7699999999995,0.0,0.6666666666666667
593446,9,0,9,1877.34,2816.0099999999998,0.0,0.6666666666666667
692229,3,0,3,313.96,470.93999999999994,0.0,0.6666666666666667
708171,3,0,3,1529.34,2294.0099999999998,0.0,0.6666666666666667
693167,3,0,3,556.34,834.51,0.0,0.6666666666666667
708143,3,0,3,2924.86,4387.29,0.0,0.6666666666666667
651164,3,0,3,393.18,589.77,0.0,0.6666666666666667
748312,5,0,5,4565.58,6848.369999999999,0.0,0.6666666666666667
631872,3,0,3,733.4,1100.1,0.0,0.6666666666666667
414743,3,0,3,2466.18,3699.2699999999995,0.0,0.6666666666666667
660355,3,0,3,490.92,736.38,0.0,0.6666666666666667
660350,9,0,9,13763.880000000001,20645.82,0.0,0.6666666666666667
641496,3,0,3,5214.72,7822.08,0.0,0.6666666666666667
675795,2,0,2,2215.52,3323.2799999999997,0.0,0.6666666666666667
594096,3,0,3,903.72,1355.58,0.0,0.6666666666666667
651415,15,0,15,3939.3,5908.95,0.0,0.6666666666666667
619272,3,0,3,619.82,929.73,0.0,0.6666666666666667
699237,3,0,3,3918.18,5877.2699999999995,0.0,0.6666666666666667
591675,3,0,3,1737.52,2606.2799999999997,0.0,0.6666666666666667
693573,15,0,15,4693.3,7039.95,0.0,0.6666666666666667
717903,3,0,3,1201.68,1802.52,0.0,0.6666666666666667
617967,3,0,3,3808.04,5712.0599999999995,0.0,0.6666666666666667
748999,5,0,5,7515.66,11273.489999999998,0.0,0.6666666666666667
588389,3,0,3,5470.22,8205.33,0.0,0.6666666666666667
686457,2,0,2,2360.68,3541.0199999999995,0.0,0.6666666666666667
620828,12,0,12,9116.72,13675.079999999998,0.0,0.6666666666666667
692103,3,0,3,3258.94,4888.41,0.0,0.6666666666666667
703634,3,0,3,558.34,837.51,0.0,0.6666666666666667
674890,6,0,6,625.88,938.8199999999999,0.0,0.6666666666666667
727447,3,0,3,1529.34,2294.0099999999998,0.0,0.6666666666666667
692179,3,0,3,1682.52,2523.7799999999997,0.0,0.6666666666666667
661091,2,0,2,575.86,863.79,0.0,0.6666666666666667
684889,6,0,6,6568.76,9853.14,0.0,0.6666666666666667
631074,3,0,3,614.34,921.51,0.0,0.6666666666666667
696982,10,0,10,8627.880000000001,12941.82,0.0,0.6666666666666667
615692,3,0,3,2965.04,4447.5599999999995,0.0,0.6666666666666667
469428,2,0,2,925.34,1388.01,0.0,0.6666666666666667
750931,3,0,3,3160.78,4741.17,0.0,0.6666666666666667
695912,3,0,3,377.46,566.1899999999999,0.0,0.6666666666666667
695934,3,0,3,1390.44,2085.66,0.0,0.6666666666666667
602544,3,0,3,497.96,746.9399999999999,0.0,0.6666666666666667
