"idListaCobro","fechaCreacionLista","idBanco","fechaEnvioCobro"
135778,"02/01/2024 9:38AM","12","02/01/2024"
135779,"02/01/2024 9:38AM","12","02/01/2024"
135780,"02/01/2024 9:38AM","12","02/01/2024"
135781,"02/01/2024 12:08PM","2","02/01/2024"
135782,"02/01/2024 12:08PM","2","02/01/2024"
135783,"02/01/2024 12:08PM","2","02/01/2024"
135784,"02/01/2024 12:08PM","2","02/01/2024"
135785,"02/01/2024 12:08PM","2","02/01/2024"
135786,"02/01/2024 12:08PM","2","02/01/2024"
135787,"02/01/2024 12:08PM","2","02/01/2024"
135788,"02/01/2024 12:08PM","2","02/01/2024"
135789,"02/01/2024 12:14PM","12","02/01/2024"
135790,"02/01/2024 12:47PM","12","02/01/2024"
135791,"02/01/2024 12:47PM","12","02/01/2024"
135792,"02/01/2024 12:47PM","12","02/01/2024"
135793,"02/01/2024 12:47PM","12","02/01/2024"
135794,"02/01/2024 12:48PM","12","02/01/2024"
135796,"02/01/2024 12:48PM","12","02/01/2024"
135797,"02/01/2024 12:48PM","12","02/01/2024"
135798,"02/01/2024 12:58PM","12","02/01/2024"
135799,"02/01/2024 1:27PM","2","02/01/2024"
135800,"02/01/2024 1:27PM","2","02/01/2024"
135801,"02/01/2024 2:27PM","12","02/01/2024"
135802,"02/01/2024 2:27PM","12","02/01/2024"
135803,"02/01/2024 2:28PM","12","02/01/2024"
135813,"02/01/2024 3:48PM","12","02/01/2024"
135814,"02/01/2024 3:48PM","12","02/01/2024"
135815,"03/01/2024 1:22AM","2","03/01/2024"
135816,"03/01/2024 1:23AM","72","03/01/2024"
135817,"03/01/2024 1:24AM","12","03/01/2024"
135818,"03/01/2024 1:24AM","14","03/01/2024"
135819,"03/01/2024 1:25AM","2","03/01/2024"
135820,"03/01/2024 1:26AM","72","03/01/2024"
135822,"03/01/2024 1:27AM","14","03/01/2024"
135823,"03/01/2024 1:29AM","12","03/01/2024"
135824,"03/01/2024 1:30AM","2","03/01/2024"
135825,"03/01/2024 1:31AM","72","03/01/2024"
135826,"03/01/2024 1:32AM","12","03/01/2024"
135827,"03/01/2024 1:32AM","14","03/01/2024"
135828,"03/01/2024 1:33AM","12","03/01/2024"
135829,"03/01/2024 6:07AM","2","03/01/2024"
135830,"03/01/2024 6:07AM","2","03/01/2024"
135831,"03/01/2024 6:07AM","2","03/01/2024"
135832,"03/01/2024 6:07AM","2","03/01/2024"
135833,"03/01/2024 6:07AM","2","03/01/2024"
135834,"03/01/2024 6:07AM","2","03/01/2024"
135835,"03/01/2024 6:07AM","2","03/01/2024"
135836,"03/01/2024 6:07AM","2","03/01/2024"
135837,"03/01/2024 6:07AM","2","03/01/2024"
135838,"03/01/2024 8:18AM","12","03/01/2024"
135839,"03/01/2024 8:47AM","2","03/01/2024"
135840,"03/01/2024 8:47AM","2","03/01/2024"
135841,"03/01/2024 8:47AM","2","03/01/2024"
135842,"03/01/2024 8:48AM","2","03/01/2024"
135843,"03/01/2024 8:48AM","2","03/01/2024"
135844,"03/01/2024 8:48AM","2","03/01/2024"
135845,"03/01/2024 8:48AM","2","03/01/2024"
135846,"03/01/2024 8:48AM","2","03/01/2024"
135847,"03/01/2024 8:48AM","2","03/01/2024"
135848,"03/01/2024 8:48AM","2","03/01/2024"
135849,"03/01/2024 8:48AM","12","03/01/2024"
135850,"03/01/2024 8:48AM","2","03/01/2024"
135851,"03/01/2024 8:48AM","2","03/01/2024"
135852,"03/01/2024 8:48AM","12","03/01/2024"
135854,"03/01/2024 9:17AM","12","03/01/2024"
135855,"03/01/2024 9:17AM","12","03/01/2024"
135856,"03/01/2024 9:18AM","12","03/01/2024"
135857,"03/01/2024 9:28AM","12","03/01/2024"
135858,"03/01/2024 9:28AM","12","03/01/2024"
135859,"03/01/2024 10:48AM","12","03/01/2024"
135860,"03/01/2024 10:48AM","12","03/01/2024"
135861,"03/01/2024 11:37AM","2","03/01/2024"
135862,"03/01/2024 11:37AM","2","03/01/2024"
135863,"03/01/2024 11:38AM","2","03/01/2024"
135864,"03/01/2024 11:38AM","2","03/01/2024"
135865,"03/01/2024 11:38AM","2","03/01/2024"
135866,"03/01/2024 11:47AM","2","03/01/2024"
135867,"03/01/2024 11:47AM","2","03/01/2024"
135868,"03/01/2024 11:47AM","2","03/01/2024"
135869,"03/01/2024 11:48AM","2","03/01/2024"
135870,"03/01/2024 11:48AM","2","03/01/2024"
135871,"03/01/2024 11:48AM","2","03/01/2024"
135872,"03/01/2024 11:48AM","2","03/01/2024"
135873,"03/01/2024 12:37PM","2","03/01/2024"
135874,"03/01/2024 12:37PM","72","03/01/2024"
135875,"03/01/2024 12:38PM","12","03/01/2024"
135876,"03/01/2024 12:38PM","12","03/01/2024"
135877,"03/01/2024 12:38PM","12","03/01/2024"
135878,"03/01/2024 12:38PM","12","03/01/2024"
135898,"04/01/2024 6:07AM","2","04/01/2024"
135899,"04/01/2024 6:07AM","2","04/01/2024"
135900,"04/01/2024 6:07AM","2","04/01/2024"
135901,"04/01/2024 6:07AM","2","04/01/2024"
135902,"04/01/2024 6:07AM","2","04/01/2024"
135903,"04/01/2024 6:07AM","2","04/01/2024"
135904,"04/01/2024 6:07AM","2","04/01/2024"
135905,"04/01/2024 6:07AM","2","04/01/2024"
135906,"04/01/2024 6:07AM","2","04/01/2024"
135907,"04/01/2024 6:07AM","2","04/01/2024"
135908,"04/01/2024 6:07AM","2","04/01/2024"
135909,"04/01/2024 8:37AM","2","04/01/2024"
135910,"04/01/2024 8:37AM","2","04/01/2024"
135911,"04/01/2024 8:38AM","2","04/01/2024"
135912,"04/01/2024 8:38AM","2","04/01/2024"
135913,"04/01/2024 8:38AM","2","04/01/2024"
135914,"04/01/2024 8:44AM","14","04/01/2024"
135915,"04/01/2024 8:44AM","2","04/01/2024"
135916,"04/01/2024 8:44AM","72","04/01/2024"
135917,"04/01/2024 8:45AM","12","04/01/2024"
135918,"04/01/2024 8:46AM","2","04/01/2024"
135919,"04/01/2024 8:46AM","72","04/01/2024"
135920,"04/01/2024 8:46AM","12","04/01/2024"
135921,"04/01/2024 8:47AM","14","04/01/2024"
135922,"04/01/2024 8:47AM","12","04/01/2024"
135923,"04/01/2024 8:47AM","2","04/01/2024"
135924,"04/01/2024 8:48AM","2","04/01/2024"
135925,"04/01/2024 8:48AM","2","04/01/2024"
135926,"04/01/2024 8:48AM","2","04/01/2024"
135927,"04/01/2024 8:48AM","2","04/01/2024"
135928,"04/01/2024 8:48AM","2","04/01/2024"
135929,"04/01/2024 8:48AM","12","04/01/2024"
135931,"04/01/2024 8:50AM","12","04/01/2024"
135932,"04/01/2024 9:08AM","14","04/01/2024"
135935,"04/01/2024 9:38AM","12","04/01/2024"
135936,"04/01/2024 9:38AM","2","04/01/2024"
135937,"04/01/2024 9:38AM","12","04/01/2024"
135938,"04/01/2024 9:48AM","2","04/01/2024"
135939,"04/01/2024 9:48AM","12","04/01/2024"
135940,"04/01/2024 10:23AM","12","04/01/2024"
135941,"04/01/2024 11:37AM","2","04/01/2024"
135942,"04/01/2024 11:38AM","2","04/01/2024"
135943,"04/01/2024 11:42AM","12","04/01/2024"
135944,"04/01/2024 11:47AM","2","04/01/2024"
135945,"04/01/2024 11:48AM","2","04/01/2024"
135946,"04/01/2024 11:48AM","2","04/01/2024"
135947,"04/01/2024 11:48AM","2","04/01/2024"
135948,"04/01/2024 11:48AM","2","04/01/2024"
135949,"04/01/2024 11:48AM","2","04/01/2024"
135950,"04/01/2024 11:58AM","2","04/01/2024"
135954,"04/01/2024 12:38PM","12","04/01/2024"
135955,"04/01/2024 12:38PM","12","04/01/2024"
135957,"04/01/2024 12:38PM","12","04/01/2024"
135958,"04/01/2024 12:38PM","12","04/01/2024"
135959,"04/01/2024 12:38PM","12","04/01/2024"
135960,"04/01/2024 1:18PM","12","04/01/2024"
135980,"05/01/2024 6:09AM","2","05/01/2024"
135981,"05/01/2024 6:09AM","2","05/01/2024"
135982,"05/01/2024 6:09AM","2","05/01/2024"
135983,"05/01/2024 6:09AM","2","05/01/2024"
135984,"05/01/2024 6:09AM","2","05/01/2024"
135985,"05/01/2024 8:49AM","2","05/01/2024"
135986,"05/01/2024 8:49AM","2","05/01/2024"
135987,"05/01/2024 8:59AM","2","05/01/2024"
135988,"05/01/2024 8:59AM","2","05/01/2024"
135989,"05/01/2024 8:59AM","2","05/01/2024"
135990,"05/01/2024 10:11AM","2","05/01/2024"
135991,"05/01/2024 10:18AM","12","05/01/2024"
135992,"05/01/2024 10:18AM","12","05/01/2024"
135993,"05/01/2024 10:29AM","72","05/01/2024"
135994,"05/01/2024 10:31AM","72","05/01/2024"
135996,"05/01/2024 11:17AM","12","05/01/2024"
135997,"05/01/2024 11:17AM","12","05/01/2024"
135999,"05/01/2024 11:48AM","2","05/01/2024"
136000,"05/01/2024 11:48AM","2","05/01/2024"
136001,"05/01/2024 11:48AM","2","05/01/2024"
136002,"05/01/2024 11:48AM","2","05/01/2024"
136003,"05/01/2024 11:48AM","2","05/01/2024"
136006,"05/01/2024 12:47PM","12","05/01/2024"
136007,"05/01/2024 12:47PM","12","05/01/2024"
136008,"05/01/2024 12:48PM","12","05/01/2024"
136009,"05/01/2024 12:48PM","12","05/01/2024"
136010,"05/01/2024 1:15PM","12","05/01/2024"
136015,"05/01/2024 1:53PM","12","05/01/2024"
136024,"05/01/2024 3:00PM","12","05/01/2024"
136025,"05/01/2024 3:02PM","12","05/01/2024"
136026,"05/01/2024 3:06PM","12","05/01/2024"
136027,"05/01/2024 3:08PM","12","05/01/2024"
136031,"08/01/2024 12:48AM","2","07/01/2024"
136032,"08/01/2024 12:50AM","72","07/01/2024"
136033,"08/01/2024 12:51AM","12","07/01/2024"
136034,"08/01/2024 12:52AM","14","07/01/2024"
136035,"08/01/2024 12:52AM","2","07/01/2024"
136036,"08/01/2024 12:53AM","72","07/01/2024"
136037,"08/01/2024 12:54AM","12","07/01/2024"
136038,"08/01/2024 12:55AM","14","07/01/2024"
136039,"08/01/2024 12:55AM","72","07/01/2024"
136042,"08/01/2024 6:07AM","2","08/01/2024"
136043,"08/01/2024 6:07AM","2","08/01/2024"
136044,"08/01/2024 6:07AM","2","08/01/2024"
136045,"08/01/2024 6:07AM","2","08/01/2024"
136046,"08/01/2024 6:07AM","2","08/01/2024"
136049,"08/01/2024 8:37AM","2","08/01/2024"
136050,"08/01/2024 8:37AM","2","08/01/2024"
136051,"08/01/2024 8:37AM","12","08/01/2024"
136052,"08/01/2024 8:37AM","2","08/01/2024"
136053,"08/01/2024 8:37AM","2","08/01/2024"
136054,"08/01/2024 8:37AM","12","08/01/2024"
136055,"08/01/2024 8:37AM","2","08/01/2024"
136056,"08/01/2024 8:37AM","2","08/01/2024"
136057,"08/01/2024 8:47AM","2","08/01/2024"
136058,"08/01/2024 8:54AM","12","08/01/2024"
136059,"08/01/2024 8:54AM","12","08/01/2024"
136060,"08/01/2024 9:27AM","12","08/01/2024"
136061,"08/01/2024 9:27AM","12","08/01/2024"
136069,"08/01/2024 11:37AM","2","08/01/2024"
136070,"08/01/2024 11:37AM","2","08/01/2024"
136071,"08/01/2024 11:37AM","2","08/01/2024"
136072,"08/01/2024 11:37AM","2","08/01/2024"
136073,"08/01/2024 11:37AM","2","08/01/2024"
136074,"08/01/2024 11:37AM","2","08/01/2024"
136075,"08/01/2024 11:47AM","2","08/01/2024"
136076,"08/01/2024 12:47PM","12","08/01/2024"
136077,"08/01/2024 12:57PM","12","08/01/2024"
136078,"08/01/2024 2:26PM","12","08/01/2024"
136079,"08/01/2024 2:26PM","12","08/01/2024"
136080,"09/01/2024 6:07AM","2","09/01/2024"
136081,"09/01/2024 6:07AM","2","09/01/2024"
136082,"09/01/2024 6:07AM","2","09/01/2024"
136083,"09/01/2024 6:07AM","2","09/01/2024"
136084,"09/01/2024 6:07AM","2","09/01/2024"
136085,"09/01/2024 6:07AM","2","09/01/2024"
136086,"09/01/2024 6:07AM","2","09/01/2024"
136087,"09/01/2024 8:27AM","2","09/01/2024"
136088,"09/01/2024 8:27AM","2","09/01/2024"
136089,"09/01/2024 8:33AM","2","09/01/2024"
136090,"09/01/2024 8:34AM","72","09/01/2024"
136091,"09/01/2024 8:34AM","12","09/01/2024"
136092,"09/01/2024 8:34AM","14","09/01/2024"
136093,"09/01/2024 8:35AM","2","09/01/2024"
136094,"09/01/2024 8:35AM","72","09/01/2024"
136095,"09/01/2024 8:36AM","12","09/01/2024"
136096,"09/01/2024 8:36AM","14","09/01/2024"
136097,"09/01/2024 8:37AM","2","09/01/2024"
136098,"09/01/2024 8:37AM","72","09/01/2024"
136099,"09/01/2024 8:37AM","12","09/01/2024"
136100,"09/01/2024 8:38AM","14","09/01/2024"
136101,"09/01/2024 8:38AM","12","09/01/2024"
136102,"09/01/2024 8:42AM","2","09/01/2024"
136103,"09/01/2024 8:42AM","72","09/01/2024"
136104,"09/01/2024 8:42AM","72","09/01/2024"
136105,"09/01/2024 8:43AM","12","09/01/2024"
136106,"09/01/2024 8:44AM","14","09/01/2024"
136107,"09/01/2024 8:47AM","2","09/01/2024"
136108,"09/01/2024 8:47AM","2","09/01/2024"
136109,"09/01/2024 8:47AM","2","09/01/2024"
136110,"09/01/2024 8:47AM","2","09/01/2024"
136111,"09/01/2024 8:47AM","2","09/01/2024"
136112,"09/01/2024 9:27AM","2","09/01/2024"
136113,"09/01/2024 9:27AM","12","09/01/2024"
136114,"09/01/2024 9:27AM","2","09/01/2024"
136115,"09/01/2024 9:27AM","12","09/01/2024"
136116,"09/01/2024 9:27AM","2","09/01/2024"
136117,"09/01/2024 9:27AM","12","09/01/2024"
136118,"09/01/2024 9:27AM","2","09/01/2024"
136119,"09/01/2024 9:27AM","12","09/01/2024"
136120,"09/01/2024 9:37AM","12","09/01/2024"
136121,"09/01/2024 9:37AM","12","09/01/2024"
136129,"09/01/2024 11:47AM","2","09/01/2024"
136130,"09/01/2024 11:47AM","2","09/01/2024"
136131,"09/01/2024 11:47AM","2","09/01/2024"
136132,"09/01/2024 11:47AM","2","09/01/2024"
136133,"09/01/2024 11:47AM","2","09/01/2024"
136134,"09/01/2024 11:47AM","2","09/01/2024"
136135,"09/01/2024 11:47AM","2","09/01/2024"
136136,"09/01/2024 11:47AM","2","09/01/2024"
136137,"09/01/2024 11:48AM","2","09/01/2024"
136138,"09/01/2024 11:48AM","2","09/01/2024"
136139,"09/01/2024 11:48AM","2","09/01/2024"
136142,"09/01/2024 12:47PM","12","09/01/2024"
136143,"09/01/2024 12:47PM","12","09/01/2024"
136144,"09/01/2024 1:17PM","12","09/01/2024"
136145,"09/01/2024 1:18PM","12","09/01/2024"
136146,"09/01/2024 2:49PM","12","09/01/2024"
136147,"09/01/2024 2:50PM","12","09/01/2024"
136148,"09/01/2024 2:50PM","12","09/01/2024"
136149,"09/01/2024 2:50PM","12","09/01/2024"
136151,"10/01/2024 5:11AM","2","10/01/2024"
136152,"10/01/2024 5:12AM","72","10/01/2024"
136153,"10/01/2024 5:13AM","12","10/01/2024"
136155,"10/01/2024 5:13AM","14","10/01/2024"
136156,"10/01/2024 5:14AM","2","10/01/2024"
136157,"10/01/2024 5:14AM","72","10/01/2024"
136158,"10/01/2024 5:15AM","12","10/01/2024"
136159,"10/01/2024 5:16AM","14","10/01/2024"
136160,"10/01/2024 5:16AM","2","10/01/2024"
136161,"10/01/2024 5:17AM","72","10/01/2024"
136163,"10/01/2024 5:18AM","12","10/01/2024"
136164,"10/01/2024 5:18AM","14","10/01/2024"
136166,"10/01/2024 5:19AM","2","10/01/2024"
136167,"10/01/2024 5:20AM","72","10/01/2024"
136168,"10/01/2024 5:20AM","12","10/01/2024"
136169,"10/01/2024 5:21AM","14","10/01/2024"
136170,"10/01/2024 5:21AM","72","10/01/2024"
136171,"10/01/2024 5:22AM","12","10/01/2024"
136172,"10/01/2024 5:23AM","14","10/01/2024"
136173,"10/01/2024 5:23AM","12","10/01/2024"
136175,"10/01/2024 5:25AM","2","10/01/2024"
136176,"10/01/2024 5:25AM","72","10/01/2024"
136177,"10/01/2024 5:27AM","12","10/01/2024"
136178,"10/01/2024 5:27AM","14","10/01/2024"
136179,"10/01/2024 5:29AM","12","10/01/2024"
136180,"10/01/2024 5:29AM","12","10/01/2024"
136181,"10/01/2024 6:07AM","2","10/01/2024"
136182,"10/01/2024 6:07AM","2","10/01/2024"
136183,"10/01/2024 6:07AM","2","10/01/2024"
136184,"10/01/2024 6:07AM","2","10/01/2024"
136185,"10/01/2024 6:07AM","2","10/01/2024"
136186,"10/01/2024 6:07AM","2","10/01/2024"
136187,"10/01/2024 6:07AM","2","10/01/2024"
136188,"10/01/2024 6:07AM","2","10/01/2024"
136189,"10/01/2024 6:07AM","2","10/01/2024"
136190,"10/01/2024 6:07AM","2","10/01/2024"
136191,"10/01/2024 6:07AM","2","10/01/2024"
136194,"10/01/2024 6:47AM","12","10/01/2024"
136195,"10/01/2024 6:48AM","12","10/01/2024"
136196,"10/01/2024 6:48AM","12","10/01/2024"
136197,"10/01/2024 6:49AM","12","10/01/2024"
136198,"10/01/2024 6:49AM","12","10/01/2024"
136199,"10/01/2024 6:49AM","12","10/01/2024"
136200,"10/01/2024 6:49AM","12","10/01/2024"
136201,"10/01/2024 8:48AM","2","10/01/2024"
136202,"10/01/2024 8:48AM","2","10/01/2024"
136203,"10/01/2024 8:48AM","2","10/01/2024"
136204,"10/01/2024 8:48AM","2","10/01/2024"
136205,"10/01/2024 8:48AM","2","10/01/2024"
136207,"10/01/2024 8:48AM","2","10/01/2024"
136208,"10/01/2024 8:48AM","2","10/01/2024"
136209,"10/01/2024 8:48AM","2","10/01/2024"
136210,"10/01/2024 8:48AM","12","10/01/2024"
136211,"10/01/2024 8:48AM","2","10/01/2024"
136212,"10/01/2024 8:48AM","12","10/01/2024"
136213,"10/01/2024 8:49AM","2","10/01/2024"
136214,"10/01/2024 8:49AM","12","10/01/2024"
136215,"10/01/2024 8:49AM","12","10/01/2024"
136216,"10/01/2024 8:49AM","2","10/01/2024"
136218,"10/01/2024 8:58AM","2","10/01/2024"
136219,"10/01/2024 8:58AM","2","10/01/2024"
136220,"10/01/2024 8:58AM","2","10/01/2024"
136221,"10/01/2024 8:58AM","2","10/01/2024"
136222,"10/01/2024 9:08AM","12","10/01/2024"
136223,"10/01/2024 9:08AM","12","10/01/2024"
136225,"10/01/2024 9:10AM","14","10/01/2024"
136226,"10/01/2024 9:10AM","14","10/01/2024"
136231,"10/01/2024 9:38AM","2","10/01/2024"
136232,"10/01/2024 9:38AM","2","10/01/2024"
136240,"10/01/2024 9:59AM","14","10/01/2024"
136241,"10/01/2024 10:04AM","14","10/01/2024"
136247,"10/01/2024 10:28AM","14","10/01/2024"
136251,"10/01/2024 11:24AM","14","10/01/2024"
136252,"10/01/2024 11:48AM","2","10/01/2024"
136253,"10/01/2024 11:48AM","2","10/01/2024"
136254,"10/01/2024 11:48AM","2","10/01/2024"
136255,"10/01/2024 11:48AM","2","10/01/2024"
136256,"10/01/2024 11:48AM","2","10/01/2024"
136257,"10/01/2024 11:48AM","2","10/01/2024"
136258,"10/01/2024 11:48AM","2","10/01/2024"
136259,"10/01/2024 11:48AM","2","10/01/2024"
136260,"10/01/2024 11:49AM","2","10/01/2024"
136261,"10/01/2024 11:49AM","2","10/01/2024"
136262,"10/01/2024 11:49AM","2","10/01/2024"
136263,"10/01/2024 11:58AM","2","10/01/2024"
136264,"10/01/2024 11:58AM","2","10/01/2024"
136265,"10/01/2024 11:58AM","2","10/01/2024"
136266,"10/01/2024 11:59AM","2","10/01/2024"
136268,"10/01/2024 12:48PM","2","10/01/2024"
136269,"10/01/2024 12:48PM","12","10/01/2024"
136270,"10/01/2024 12:49PM","2","10/01/2024"
136271,"10/01/2024 12:49PM","12","10/01/2024"
136272,"10/01/2024 12:49PM","12","10/01/2024"
136273,"10/01/2024 12:49PM","12","10/01/2024"
136274,"10/01/2024 12:49PM","12","10/01/2024"
136275,"10/01/2024 12:49PM","12","10/01/2024"
136276,"10/01/2024 12:50PM","12","10/01/2024"
136277,"10/01/2024 1:18PM","14","10/01/2024"
136278,"10/01/2024 1:38PM","2","10/01/2024"
136279,"10/01/2024 1:38PM","2","10/01/2024"
136280,"10/01/2024 1:59PM","12","10/01/2024"
136281,"10/01/2024 2:38PM","12","10/01/2024"
136282,"10/01/2024 2:48PM","2","10/01/2024"
136283,"10/01/2024 2:48PM","2","10/01/2024"
136284,"10/01/2024 2:48PM","12","10/01/2024"
136285,"10/01/2024 3:08PM","12","10/01/2024"
136286,"10/01/2024 3:08PM","12","10/01/2024"
136287,"10/01/2024 3:09PM","12","10/01/2024"
136288,"10/01/2024 3:16PM","12","10/01/2024"
136289,"10/01/2024 3:16PM","12","10/01/2024"
136290,"10/01/2024 3:47PM","2","10/01/2024"
136291,"10/01/2024 3:48PM","2","10/01/2024"
136295,"11/01/2024 5:07AM","2","11/01/2024"
136296,"11/01/2024 5:07AM","12","11/01/2024"
136297,"11/01/2024 5:07AM","12","11/01/2024"
136298,"11/01/2024 5:08AM","72","11/01/2024"
136299,"11/01/2024 5:08AM","12","11/01/2024"
136300,"11/01/2024 5:08AM","14","11/01/2024"
136301,"11/01/2024 5:09AM","2","11/01/2024"
136302,"11/01/2024 5:09AM","72","11/01/2024"
136303,"11/01/2024 5:09AM","14","11/01/2024"
136305,"11/01/2024 5:13AM","12","11/01/2024"
136306,"11/01/2024 5:13AM","14","11/01/2024"
136307,"11/01/2024 5:31AM","12","11/01/2024"
136308,"11/01/2024 5:35AM","12","11/01/2024"
136309,"11/01/2024 5:46AM","12","11/01/2024"
136310,"11/01/2024 6:08AM","2","11/01/2024"
136311,"11/01/2024 6:09AM","2","11/01/2024"
136312,"11/01/2024 6:09AM","2","11/01/2024"
136313,"11/01/2024 6:09AM","2","11/01/2024"
136314,"11/01/2024 6:09AM","2","11/01/2024"
136315,"11/01/2024 6:09AM","2","11/01/2024"
136316,"11/01/2024 6:09AM","2","11/01/2024"
136317,"11/01/2024 6:09AM","2","11/01/2024"
136318,"11/01/2024 6:09AM","2","11/01/2024"
136319,"11/01/2024 6:09AM","2","11/01/2024"
136320,"11/01/2024 6:09AM","2","11/01/2024"
136322,"11/01/2024 6:10AM","2","11/01/2024"
136323,"11/01/2024 6:10AM","2","11/01/2024"
136324,"11/01/2024 6:10AM","2","11/01/2024"
136325,"11/01/2024 6:10AM","2","11/01/2024"
136326,"11/01/2024 6:25AM","14","11/01/2024"
136337,"11/01/2024 6:58AM","12","11/01/2024"
136338,"11/01/2024 6:58AM","72","11/01/2024"
136339,"11/01/2024 6:59AM","12","11/01/2024"
136340,"11/01/2024 6:59AM","12","11/01/2024"
136342,"11/01/2024 6:59AM","12","11/01/2024"
136343,"11/01/2024 7:00AM","12","11/01/2024"
136344,"11/01/2024 7:00AM","12","11/01/2024"
136348,"11/01/2024 8:28AM","12","11/01/2024"
136349,"11/01/2024 8:28AM","12","11/01/2024"
136350,"11/01/2024 8:38AM","2","11/01/2024"
136351,"11/01/2024 8:38AM","2","11/01/2024"
136352,"11/01/2024 8:38AM","2","11/01/2024"
136353,"11/01/2024 8:38AM","2","11/01/2024"
136354,"11/01/2024 8:38AM","2","11/01/2024"
136355,"11/01/2024 8:38AM","2","11/01/2024"
136356,"11/01/2024 8:38AM","12","11/01/2024"
136357,"11/01/2024 8:38AM","2","11/01/2024"
136358,"11/01/2024 8:38AM","2","11/01/2024"
136359,"11/01/2024 8:38AM","2","11/01/2024"
136360,"11/01/2024 8:39AM","2","11/01/2024"
136361,"11/01/2024 8:50AM","2","11/01/2024"
136362,"11/01/2024 8:51AM","2","11/01/2024"
136363,"11/01/2024 8:58AM","2","11/01/2024"
136364,"11/01/2024 8:58AM","2","11/01/2024"
136365,"11/01/2024 8:58AM","2","11/01/2024"
136366,"11/01/2024 8:58AM","2","11/01/2024"
136367,"11/01/2024 8:58AM","2","11/01/2024"
136368,"11/01/2024 9:38AM","12","11/01/2024"
136369,"11/01/2024 9:38AM","12","11/01/2024"
136370,"11/01/2024 9:39AM","12","11/01/2024"
136371,"11/01/2024 9:39AM","12","11/01/2024"
136372,"11/01/2024 9:49AM","2","11/01/2024"
136373,"11/01/2024 9:49AM","2","11/01/2024"
136374,"11/01/2024 11:38AM","2","11/01/2024"
136375,"11/01/2024 11:48AM","2","11/01/2024"
136376,"11/01/2024 11:48AM","2","11/01/2024"
136377,"11/01/2024 11:48AM","2","11/01/2024"
136378,"11/01/2024 11:48AM","2","11/01/2024"
136379,"11/01/2024 11:48AM","2","11/01/2024"
136380,"11/01/2024 11:48AM","2","11/01/2024"
136381,"11/01/2024 11:48AM","2","11/01/2024"
136382,"11/01/2024 11:48AM","2","11/01/2024"
136383,"11/01/2024 11:48AM","2","11/01/2024"
136384,"11/01/2024 11:49AM","2","11/01/2024"
136385,"11/01/2024 11:58AM","2","11/01/2024"
136388,"11/01/2024 12:18PM","12","11/01/2024"
136389,"11/01/2024 12:19PM","12","11/01/2024"
136390,"11/01/2024 12:19PM","12","11/01/2024"
136391,"11/01/2024 12:20PM","12","11/01/2024"
136392,"11/01/2024 12:20PM","12","11/01/2024"
136393,"11/01/2024 12:28PM","12","11/01/2024"
136394,"11/01/2024 12:50PM","14","11/01/2024"
136395,"11/01/2024 12:54PM","2","11/01/2024"
136396,"11/01/2024 12:55PM","2","11/01/2024"
136399,"11/01/2024 1:28PM","12","11/01/2024"
136400,"11/01/2024 1:29PM","12","11/01/2024"
136404,"11/01/2024 1:38PM","2","11/01/2024"
136405,"11/01/2024 1:39PM","2","11/01/2024"
136407,"11/01/2024 2:25PM","14","11/01/2024"
136408,"11/01/2024 2:38PM","2","11/01/2024"
136409,"11/01/2024 2:39PM","2","11/01/2024"
136410,"11/01/2024 2:49PM","12","11/01/2024"
136411,"11/01/2024 2:50PM","12","11/01/2024"
136412,"11/01/2024 3:21PM","12","11/01/2024"
136413,"11/01/2024 3:24PM","12","11/01/2024"
136414,"11/01/2024 3:38PM","2","11/01/2024"
136415,"11/01/2024 3:44PM","2","11/01/2024"
136416,"11/01/2024 3:48PM","12","11/01/2024"
136417,"11/01/2024 3:49PM","12","11/01/2024"
136419,"12/01/2024 5:07AM","12","12/01/2024"
136420,"12/01/2024 5:07AM","12","12/01/2024"
136422,"12/01/2024 5:25AM","12","12/01/2024"
136423,"12/01/2024 5:35AM","12","12/01/2024"
136424,"12/01/2024 5:43AM","2","12/01/2024"
136425,"12/01/2024 5:44AM","72","12/01/2024"
136426,"12/01/2024 5:44AM","12","12/01/2024"
136427,"12/01/2024 5:44AM","14","12/01/2024"
136428,"12/01/2024 6:00AM","2","12/01/2024"
136429,"12/01/2024 6:00AM","2","12/01/2024"
136430,"12/01/2024 6:02AM","2","12/01/2024"
136431,"12/01/2024 6:03AM","2","12/01/2024"
136432,"12/01/2024 6:07AM","2","12/01/2024"
136433,"12/01/2024 6:07AM","2","12/01/2024"
136434,"12/01/2024 6:08AM","2","12/01/2024"
136435,"12/01/2024 6:08AM","2","12/01/2024"
136436,"12/01/2024 6:11AM","2","12/01/2024"
136437,"12/01/2024 6:11AM","2","12/01/2024"
136438,"12/01/2024 6:11AM","2","12/01/2024"
136439,"12/01/2024 6:11AM","2","12/01/2024"
136440,"12/01/2024 6:26AM","14","12/01/2024"
136441,"12/01/2024 6:35AM","72","12/01/2024"
136442,"12/01/2024 6:48AM","12","12/01/2024"
136443,"12/01/2024 6:48AM","12","12/01/2024"
136444,"12/01/2024 6:49AM","12","12/01/2024"
136445,"12/01/2024 6:49AM","12","12/01/2024"
136446,"12/01/2024 6:49AM","12","12/01/2024"
136447,"12/01/2024 7:38AM","12","12/01/2024"
136448,"12/01/2024 7:38AM","12","12/01/2024"
136449,"12/01/2024 7:38AM","12","12/01/2024"
